# time,x(N),y(E),z(D),psi,xd(N),yd(E),zd(D),psid,xdd(N),ydd(E),zdd(D),psidd
5.000000000000000000e-01,1.314728718309137179e+00,7.191383079063045081e-01,-1.934208728885428386e+00,1.246747333852276929e-01,-7.248186993928742439e-01,1.316373842835559138e+00,9.553093661103533030e-02,2.480494168073322514e-01,-1.320687618448252776e+00,-7.191383079063045081e-01,-2.100970982820008492e-01,-7.792170836576730805e-03
5.500000000000000444e-01,1.276853105601438054e+00,7.840308433959888301e-01,-1.929702181259038030e+00,1.370671411603854306e-01,-7.898750775214844477e-01,1.278786783089258527e+00,8.458535140727563295e-02,2.476404398031194776e-01,-1.281001644826878838e+00,-7.840308433959888301e-01,-2.275698560578491847e-01,-8.566696322524089413e-03
6.000000000000000888e-01,1.235775684645891825e+00,8.469637100925532236e-01,-1.925764354759759378e+00,1.494381324735992445e-01,-8.528631972439344455e-01,1.238003422364517325e+00,7.279023106474488691e-02,2.471927694840105605e-01,-1.237975974012381908e+00,-8.469637100925532236e-01,-2.440659282366249849e-01,-9.339883279599952778e-03
6.500000000000000222e-01,1.191603995323943010e+00,9.077796086040592627e-01,-1.922436474224815450e+00,1.617857743826451034e-01,-9.136189518480443139e-01,1.194125697823583909e+00,6.019626602578077162e-02,2.467064757975821476e-01,-1.191727208575859676e+00,-9.077796086040592627e-01,-2.595116808870415182e-01,-1.011161089891531896e-02
7.000000000000000666e-01,1.144453633442321427e+00,9.663265308565367473e-01,-1.919757139486184538e+00,1.741081375935959741e-01,-9.719842834786013297e-01,1.147263280926732687e+00,4.685773431832575275e-02,2.461816347262333615e-01,-1.142380643971563359e+00,-9.663265308565367473e-01,-2.738372886043975996e-01,-1.088175859959974838e-02
7.500000000000000000e-01,1.094447937567215146e+00,1.022458140035001239e+00,-1.917762150860840897e+00,1.864032967622698822e-01,-1.027807609144624879e+00,1.097533303310731290e+00,3.283230462526626203e-02,2.456183282753138242e-01,-1.090069919116596342e+00,-1.022458140035001239e+00,-2.869769924766923941e-01,-1.165020604764186764e-02
8.000000000000000444e-01,1.041717655004606558e+00,1.076034136349284243e+00,-1.916484344804377793e+00,1.986693307950612164e-01,-1.080944228672394258e+00,1.045060064020748136e+00,1.818082679372454158e-02,2.450166444603104066e-01,-1.034936643813305412e+00,-1.076034136349284243e+00,-2.988693443781447745e-01,-1.241683317469132602e-02
8.500000000000000888e-01,9.864005878580024422e-01,1.126920607710439004e+00,-1.915953440338574065e+00,2.109043231491075365e-01,-1.131256713472670317e+00,9.899747188274731213e-01,2.967110488893476283e-03,2.443766772930951181e-01,-9.771300040772010753e-01,-1.126920607710439004e+00,-3.094574367593456166e-01,-1.318152019681922103e-02
9.000000000000000222e-01,9.286412201500008345e-01,1.174990364441225177e+00,-1.916195896827216583e+00,2.231063621317454504e-01,-1.178615275045275856e+00,9.324149524059965888e-01,-1.274230726261950386e-02,2.436985267672358291e-01,-9.168063464959769204e-01,-1.174990364441225177e+00,-3.186891171501108344e-01,-1.394414763323409065e-02
9.500000000000000666e-01,8.685903270465459292e-01,1.220123257184060561e+00,-1.917234783636281081e+00,2.352735411992090131e-01,-1.222898112201969978e+00,8.725246341958252660e-01,-2.887840485699919024e-02,2.429822988423724905e-01,-8.541287428046806518e-01,-1.220123257184060561e+00,-3.265171866404756873e-01,-1.470459632495056332e-02
1.000000000000000000e+00,8.064045672721814606e-01,1.262206477211844646e+00,-1.919089662174536137e+00,2.474039592545229371e-01,-1.263991736049235426e+00,8.104534588022096475e-01,-4.536992840659713477e-02,2.422281054276611834e-01,-7.892665359181402218e-01,-1.262206477211844646e+00,-3.328995816570564092e-01,-1.546274745340768357e-02
1.050000000000000044e+00,7.422460598509482699e-01,1.301134838391025506e+00,-1.921776480768871753e+00,2.594957209445453716e-01,-1.301791271835955888e+00,7.463565718375904101e-01,-6.214365269129414060e-02,2.414360643642886051e-01,-7.223948687141800162e-01,-1.301134838391025506e+00,-3.377995384060081818e-01,-1.621848255903408573e-02
1.100000000000000089e+00,6.762819463506882789e-01,1.336811040092153124e+00,-1.925307482785350910e+00,2.715469369561128721e-01,-1.336200736836894887e+00,6.803941821383659994e-01,-7.912464988662411269e-02,2.406062994070594929e-01,-6.536941969098565286e-01,-1.336811040092153124e+00,-3.411857394098815055e-01,-1.697168355975705450e-02
1.150000000000000133e+00,6.086839398482749575e-01,1.369145910390781706e+00,-1.929691128362210684e+00,2.835557243112417636e-01,-1.367133293511120229e+00,6.127311613262357293e-01,-9.623656516024273189e-02,2.397389402050602303e-01,-5.833497874177436815e-01,-1.369145910390781706e+00,-3.430324416236355534e-01,-1.772223276945261022e-02
1.200000000000000178e+00,5.396278618695844465e-01,1.398058628950839655e+00,-1.934932030075011689e+00,2.955202066613396017e-01,-1.394511477244908537e+00,5.435366317150100990e-01,-1.134018982040669171e-01,2.388341222814014952e-01,-5.115512036100752224e-01,-1.398058628950839655e+00,-3.433195856747200958e-01,-1.847001291633372511e-02
1.250000000000000000e+00,4.692931685907399952e-01,1.423476929033379301e+00,-1.941030902806954561e+00,3.074385145803808506e-01,-1.418267398060992557e+00,4.729835435929030107e-01,-1.305422897481852418e-01,2.378919870120430602e-01,-4.384917789551955325e-01,-1.423476929033379301e+00,-3.420328858333134825e-01,-1.921490716127380316e-02
1.300000000000000044e+00,3.978624676162250684e-01,1.445337278125789382e+00,-1.947984528049218511e+00,3.193087858570009541e-01,-1.438342915750063122e+00,4.012482429368809944e-01,-1.475788120844976348e-01,2.369126816037039340e-01,-3.643680805231632736e-01,-1.445337278125789382e+00,-3.391639003812864650e-01,-1.995679911606255963e-02
1.350000000000000089e+00,3.255210266747890491e-01,1.463585036739988521e+00,-1.955785732807187705e+00,3.311291657854629200e-01,-1.454689787955993019e+00,3.285100306395622449e-01,-1.644322626130574616e-01,2.358963590708618163e-01,-2.893793638854296746e-01,-1.463585036739988521e+00,-3.347100821120826408e-01,-2.069557286159143250e-02
1.400000000000000133e+00,2.524562755955663818e-01,1.478174594982690326e+00,-1.964423383238777632e+00,3.428978074554513977e-01,-1.467269790823118258e+00,2.549507143503612072e-01,-1.810234594123107665e-01,2.348431782118447220e-01,-2.137270209571485724e-01,-1.478174594982690326e+00,-3.286748087582339051e-01,-2.143111296596571236e-02
1.450000000000000178e+00,1.788573029444822382e-01,1.489069486556382715e+00,-1.973882393100893085e+00,3.546128720406486745e-01,-1.476054811891825969e+00,1.807541540510496092e-01,-1.972735378258895778e-01,2.337533035840192175e-01,-1.376140223498595050e-01,-1.489069486556382715e+00,-3.210673932084811000e-01,-2.216330450254054216e-02
1.500000000000000000e+00,1.049143487147307097e-01,1.496242479906081613e+00,-1.984143747029555094e+00,3.662725290860475713e-01,-1.481026915007477962e+00,1.061058025015543527e-01,-2.131042470533585920e-01,2.326269054780785717e-01,-6.124435581691167751e-02,-1.496242479906081613e+00,-3.119030734422360007e-01,-2.289203306787797321e-02
