606 -46 1 
380 -46 0 
240 67 1 
87 192 0 
87 417 1 
87 677 0 
213 853 1 
350 1045 0 
579 1045 1 
745 1045 0 
850 989 1 
979 920 0 
979 777 1 
979 677 0 
866 595 1 
816 559 0 
654 483 1 
272 302 1 
328 219 0 
495 135 0 
606 135 1 
675 135 0 
768 161 1 
886 194 0 
954 301 0 
993 301 1 
1028 301 0 
1083 248 0 
1083 213 1 
1083 102 0 
904 22 1 
751 -46 0 

579 865 1 
457 865 0 
295 676 0 
255 486 1 
562 632 1 
743 720 0 
820 785 1 
734 865 0 
